target,arm,fold,n_features,n_train,d,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
outside,base,2024,230,1220473,0.0,253035,0.1229434663188887,0.12534291757124108,0.002399451252352386,0.10782837040838499,0.10617761691344124,1530.9083209657515,1536.2477008437959,15.309083209657516
outside,fw020,2024,230,1220473,-9.062346506083486,253035,0.1229434663188887,0.12546683858546168,0.002523372266572982,0.10782837040838499,0.1061879987352828,1521.280222347332,1527.1853543377124,15.212802223473322
outside,short05,2024,230,1220473,-2.617142839667167,253035,0.1229434663188887,0.12592477439866076,0.002981308079772066,0.10782837040838499,0.10618356976747062,1525.387645834686,1533.6305580041287,15.25387645834686
outside,treeparam,2024,230,1220473,-15.14794227779339,253035,0.1229434663188887,0.12576484907950747,0.0028213827606187736,0.10782837040838499,0.10619615352711931,1513.7174707211875,1521.0997585660025,15.137174707211877
outside,interact,2024,275,1220473,-2.8271237694223146,253035,0.1229434663188887,0.12551778784436898,0.0025743215254802887,0.10782837040838499,0.10618153511993537,1527.2745773792674,1533.4205770743736,15.272745773792673
outside,fw020+short05,2024,230,1220473,-5.343066963381489,253035,0.1229434663188887,0.1258136578259954,0.002870191507106712,0.10782837040838499,0.10618585888845276,1523.2647156879332,1530.9046338804144,15.232647156879331
outside,balanced,2024,230,1220473,-1814.4120342486804,253035,0.1229434663188887,0.4774347130817208,0.3544912467628321,0.10782837040838499,0.23412968702062298,-117131.8050471219,-278.1643334048845,-1171.318050471219
outside,sqrtbal,2024,230,1220473,-862.5829032408162,253035,0.1229434663188887,0.26669806604178964,0.14375459972290094,0.10782837040838499,0.12777254335472477,-18496.22030900031,673.6647976029797,-184.9622030900031
outside,spw2,2024,230,1220473,-457.4037405736476,253035,0.1229434663188887,0.21973399181503292,0.09679052549614423,0.10782837040838499,0.116033524388936,-7609.45746418602,1078.8439602701483,-76.0945746418602
outside,depthwise,2024,230,1220473,14.477504445453633,253035,0.1229434663188887,0.12546282286766092,0.0025193565487722225,0.10782837040838499,0.10616259584742936,1544.838853306174,1550.7252052892495,15.448388533061742
outside,lossguide,2024,230,1220473,16.630615404744503,253035,0.1229434663188887,0.1258840495905588,0.0029405832716700997,0.10782837040838499,0.10616257405552663,1544.8590631105485,1552.8783162485404,15.448590631105485
outside,deep10,2024,230,1220473,-2.0188883623095535,253035,0.1229434663188887,0.12521198001688594,0.002268513697997243,0.10782837040838499,0.10617918263594829,1529.4562703587421,1534.2288124814863,15.294562703587422
outside,shallow6,2024,230,1220473,-19.38514735213562,253035,0.1229434663188887,0.12564755269814218,0.002704086379253484,0.10782837040838499,0.10620007431876637,1510.0813296646031,1516.8625534916603,15.100813296646031
outside,border512,2024,230,1220473,-4.317286565425093,253035,0.1229434663188887,0.1254467425246577,0.0025032762057690117,0.10782837040838499,0.10618278119864058,1526.1189643430262,1531.9304142783708,15.261189643430262
outside,l2_20,2024,230,1220473,8.436931925337376,253035,0.1229434663188887,0.12553420858567393,0.0025907422667852398,0.10782837040838499,0.10616947408641418,1538.459976431028,1544.6846327691333,15.38459976431028
outside,l2_1,2024,230,1220473,-2.506968743298785,253035,0.1229434663188887,0.12575821676269086,0.0028147504438021664,0.10782837040838499,0.10618248559073229,1526.3931110329643,1533.740732100497,15.263931110329644
outside,bayesian,2024,230,1220473,28.88233773540287,253035,0.1229434663188887,0.12601083197957683,0.0030673656606881317,0.10782837040838499,0.10615012492510928,1556.4043831132635,1565.1300385791988,15.564043831132635
outside,crossent,2024,230,1220473,0.0,253035,0.1229434663188887,0.12534291757124108,0.002399451252352386,0.10782837040838499,0.10617761691344124,1530.9083209657515,1536.2477008437959,15.309083209657516
outside,hl_short,2024,230,1220473,-2.6871722889177363,253035,0.1229434663188887,0.12529939136642554,0.0023559250475368443,0.10782837040838499,0.10618030746404768,1528.4131050998017,1533.5605285548781,15.284131050998017
outside,hl_long,2024,230,1220473,1.0911393721223703,253035,0.1229434663188887,0.1253667476613624,0.0024232813424737154,0.10782837040838499,0.10617655528178976,1531.8928778569107,1537.3388402159183,15.318928778569108
outside,no_recency,2024,230,1220473,-6.098486948358413,253035,0.1229434663188887,0.1250598682429367,0.0021164019240479948,0.10782837040838499,0.10618291460332893,1525.9952448730462,1530.1492138954375,15.259952448730463
outside,lr005_it2000,2024,230,1220473,-12.063003040829926,253035,0.1229434663188887,0.12549218545574975,0.002548719136861055,0.10782837040838499,0.1061913628559687,1518.16033778156,1524.184697802966,15.1816033778156
outside,lr03_it400,2024,230,1220473,-10.071263318056708,253035,0.1229434663188887,0.12536749690267193,0.0024240305837832377,0.10782837040838499,0.1061885951505154,1520.7271070305173,1526.1764375257392,15.207271070305172
mr,base,2024,186,1220473,0.0,253035,0.03330764518742466,0.031799973075253764,-0.0015076721121708991,0.03219824595949329,0.032159083240142904,121.62997760702953,128.68960191286806,1.2162997760702954
mr,fw020,2024,186,1220473,15.162630268106255,253035,0.03330764518742466,0.030863212070213426,-0.0024444331172112366,0.03219824595949329,0.032157903317221966,125.29453412486458,143.8522321809743,1.2529453412486458
mr,short05,2024,186,1220473,-2.575539773141969,253035,0.03330764518742466,0.03190887281685132,-0.0013987723705733424,0.03219824595949329,0.032159596007720705,120.03744496271729,126.11406213972609,1.2003744496271729
mr,treeparam,2024,186,1220473,11.439932998635868,253035,0.03330764518742466,0.03170394506783023,-0.0016037001195944312,0.03219824595949329,0.03215569856125417,132.14197535059702,140.12953491150392,1.3214197535059702
mr,interact,2024,231,1220473,3.1204767224957095,253035,0.03330764518742466,0.031709484665983834,-0.0015981605214408293,0.03219824595949329,0.03215835954322717,123.87760599226195,131.81007863536377,1.2387760599226194
mr,fw020+short05,2024,186,1220473,10.537134819055268,253035,0.03330764518742466,0.030740483162603603,-0.0025671620248210597,0.03219824595949329,0.032160007713220654,118.75878680082108,139.22673673192332,1.1875878680082108
mr,balanced,2024,186,1220473,-4664.379645627681,253035,0.03330764518742466,0.4599673116473586,0.4266596664599339,0.03219824595949329,0.21802127029886154,-577121.5754210376,-4535.690043714813,-5771.215754210376
mr,sqrtbal,2024,186,1220473,-1110.5148412373533,253035,0.03330764518742466,0.14530624412988918,0.11199859894246453,0.03219824595949329,0.045136730513692096,-40183.81799578756,-981.8252393244853,-401.83817995787564
mr,spw2,2024,186,1220473,-43.467159957932836,253035,0.03330764518742466,0.061119602704658015,0.02781195751723335,0.03219824595949329,0.032944310808960355,-2317.0978021773035,85.22244195493522,-23.17097802177304
mr,depthwise,2024,186,1220473,24.756592803243365,253035,0.03330764518742466,0.03092611218677759,-0.0023815330006470743,0.03219824595949329,0.032154510675736284,135.83126177751925,153.44619471611142,1.3583126177751925
mr,lossguide,2024,186,1220473,30.621054499191388,253035,0.03330764518742466,0.030906782733643754,-0.002400862453780909,0.03219824595949329,0.032152714863024026,141.40862370746189,159.31065641205944,1.4140862370746188
mr,deep10,2024,186,1220473,8.959876095415694,253035,0.03330764518742466,0.031933637707674954,-0.0013740074797497087,0.03219824595949329,0.03215581313855663,131.78612583444328,137.64947800828375,1.3178612583444327
mr,shallow6,2024,186,1220473,-1.0619743411544107,253035,0.03330764518742466,0.03179089617395113,-0.0015167490134735326,0.03219824595949329,0.03215945262962535,120.48274280761495,127.62762757171365,1.2048274280761495
mr,border512,2024,186,1220473,0.27448903234804334,253035,0.03330764518742466,0.031500767494074496,-0.0018068776933501673,0.03219824595949329,0.032159986591290046,118.82438643203707,128.9640909452161,1.1882438643203708
mr,l2_20,2024,186,1220473,9.386557778667793,253035,0.03330764518742466,0.032187613902588216,-0.0011200312848364466,0.03219824595949329,0.032155042328063405,134.18007764844918,138.07615969153585,1.341800776484492
mr,l2_1,2024,186,1220473,7.279162517492807,253035,0.03330764518742466,0.03210026800886979,-0.0012073771785548748,0.03219824595949329,0.03215592416194522,131.44131391913393,135.96876443036086,1.3144131391913394
mr,bayesian,2024,186,1220473,-31.082685567407353,253035,0.03330764518742466,0.03382678961986483,0.0005191444324401662,0.03219824595949329,0.032167087755436634,96.76988024706068,97.6069163454607,0.9676988024706068
mr,crossent,2024,186,1220473,2.553406375227496e-10,253035,0.03330764518742466,0.031799973075258496,-0.0015076721121661668,0.03219824595949329,0.032159083240142834,121.62997760724048,128.6896019131234,1.2162997760724048
mr,hl_short,2024,186,1220473,9.316220066124515,253035,0.03330764518742466,0.03151105008703811,-0.0017965951003865513,0.03219824595949329,0.03215703825944881,127.98119529965346,138.00582197899257,1.2798119529965346
mr,hl_long,2024,186,1220473,-25.27598753171435,253035,0.03330764518742466,0.03255825130980571,-0.0007493938776189507,0.03219824595949329,0.032165510180763066,101.66944737116657,103.4136143811537,1.0166944737116657
mr,no_recency,2024,186,1220473,-21.27365196048504,253035,0.03330764518742466,0.03263496224310787,-0.0006726829443167923,0.03219824595949329,0.032164112410071465,106.01058661632301,107.41594995238302,1.06010586616323
mr,lr005_it2000,2024,186,1220473,-4.5727221547609105,253035,0.03330764518742466,0.032268359181699804,-0.0010392860057248585,0.03219824595949329,0.032159362616673216,120.76230136570665,124.11687975810715,1.2076230136570665
mr,lr03_it400,2024,186,1220473,-2.432222716475266,253035,0.03330764518742466,0.03194986926093399,-0.0013577759264906744,0.03219824595949329,0.03215943685346419,120.5317397659722,126.25737919639279,1.205317397659722
