k,combo,f23,f24,off24
5,split_ball_id_+split_ball_no_+bayesian+id_frequency__+mtend,529.6479506463725,744.805412603744,-0.018155574119198492
4,bayesian+id_frequency__+mtend+split_ball_rat,522.0980806836528,744.6759274334025,-0.01808053789030073
4,split_ball_id_+bayesian+split_ball_id_+split_ball_rat,529.179539412894,744.4359784528621,-0.018090769806133083
4,split_ball_id_+interact+split_ball_rat+mtend,526.00892146768,744.2568265138783,-0.017831930391976225
5,split_ball_id_+interact+bayesian+split_ball_rat+mtend,524.5716952699153,744.218793170659,-0.018082942834055288
3,split_ball_id_+split_ball_rat+split_ball_id_,530.0481997053241,743.7802863553111,-0.017653184539578648
5,split_ball_id_+interact+bayesian+mtend+split_ball_rat,524.1268324731374,743.5416988821553,-0.018141554513452507
4,split_ball_id_+interact+mtend+split_ball_rat,525.4559643957157,743.444201148713,-0.01790532421029739
4,split_ball_id_+bayesian+id_frequency__+split_ball_rat,532.7163404255986,743.3730774445646,-0.017994898782397323
3,split_ball_id_+split_ball_id_+split_ball_rat,529.538015972042,742.8478913351078,-0.01775149354295394
4,split_ball_id_+bayesian+id_frequency__+split_ball_rat,532.2465289030798,742.5822282090655,-0.018068340783854026
4,split_ball_no_+id_frequency__+mtend+split_ball_id_,527.1671384150634,742.548368263396,-0.01807068921362176
5,split_ball_no_+bayesian+id_frequency__+mtend+split_ball_id_,525.5492792835104,742.1609656272366,-0.01827102541155934
4,interact+split_ball_rat+mtend+split_ball_id_,520.9225235098925,741.7729398268568,-0.017979545782193046
5,interact+bayesian+split_ball_rat+mtend+split_ball_id_,520.3469960625262,741.5710657381891,-0.0181983949848806
5,split_ball_id_+split_ball_no_+interact+mtend+split_ball_id_,528.0591300376614,741.4723454007066,-0.018132131720605543
4,interact+mtend+split_ball_id_+split_ball_rat,520.3811619906907,740.9752488213628,-0.018052974409004607
5,interact+bayesian+mtend+split_ball_id_+split_ball_rat,519.909623517123,740.9039548754937,-0.018257029118115525
4,bayesian+id_frequency__+split_ball_rat+split_ball_id_,527.8163364504262,740.8185832319392,-0.01814227516502126
3,split_ball_id_+id_frequency__+split_ball_rat,535.171603409934,740.6678052998105,-0.017620943493452307
5,split_ball_id_+split_ball_no_+bayesian+id_frequency__+split_ball_id_,533.23118117522,740.5607578301665,-0.018261460412210412
4,bayesian+id_frequency__+split_ball_id_+split_ball_rat,527.3580331254468,740.0422119860473,-0.018215751403280328
5,split_ball_id_+interact+bayesian+split_ball_rat+split_ball_id_,528.0497543543206,739.7518886063548,-0.01818804338556254
3,split_ball_id_+id_frequency__+split_ball_rat,534.5887708089303,739.7016666864764,-0.01771917668244627
5,interact+bayesian+id_frequency__+split_ball_rat+mtend,522.0383408050088,739.5969609223396,-0.018178396308403066
5,split_ball_id_+split_ball_no_+interact+id_frequency__+mtend,530.2439602435261,739.2934196728373,-0.018111477687460742
4,split_ball_id_+split_ball_no_+id_frequency__+split_ball_id_,535.6991993990868,739.157357228104,-0.018052945605243065
3,id_frequency__+split_ball_rat+split_ball_id_,529.1624212588664,739.0827072553785,-0.017824686327265
5,split_ball_id_+interact+bayesian+split_ball_id_+split_ball_rat,527.6544323733812,739.0660657518366,-0.018246605891559187
5,interact+bayesian+id_frequency__+mtend+split_ball_rat,521.5747006299675,738.9188862151785,-0.018237003858897705
4,interact+id_frequency__+split_ball_rat+mtend,523.3266393407155,738.7725248984234,-0.017952552254162868
3,id_frequency__+split_ball_id_+split_ball_rat,528.59967156621,738.1400318184683,-0.01792297925770925
4,split_ball_id_+interact+split_ball_rat+split_ball_id_,529.494371569672,738.0377651786451,-0.017960565950777663
4,interact+id_frequency__+mtend+split_ball_rat,522.7439323775674,737.9578159899758,-0.01802593902845387
5,split_ball_id_+interact+bayesian+id_frequency__+split_ball_rat,530.3202524273853,737.7188596847883,-0.018167983148032585
5,split_ball_no_+interact+id_frequency__+mtend+split_ball_id_,526.2460040011518,737.5579080621586,-0.018230513049408176
4,split_ball_id_+interact+split_ball_id_+split_ball_rat,529.0188045085409,737.2122047849649,-0.018033883586655336
5,split_ball_id_+interact+bayesian+id_frequency__+split_ball_rat,529.8989345707383,737.0218514425653,-0.01822651880894466
5,interact+bayesian+id_frequency__+split_ball_rat+split_ball_id_,526.3142170115698,735.9348866945226,-0.01828686809277469
5,split_ball_id_+bayesian+split_ball_rat+mtend+split_ball_id_,525.8569101375232,735.2927361169881,-0.01840483528444664
5,interact+bayesian+id_frequency__+split_ball_id_+split_ball_rat,525.9003959246722,735.247221793811,-0.0183454259431641
4,split_ball_id_+interact+id_frequency__+split_ball_rat,532.8093984388049,734.9470984894801,-0.01793347366473888
5,split_ball_id_+split_ball_no_+interact+id_frequency__+split_ball_id_,533.5451628800892,734.8321327331098,-0.018216476227308875
5,split_ball_id_+bayesian+mtend+split_ball_id_+split_ball_rat,525.5409929494471,734.6839647699999,-0.018463683753543958
4,split_ball_id_+interact+id_frequency__+split_ball_rat,532.2930119818215,734.1040831522538,-0.01800674894322951
4,interact+id_frequency__+split_ball_rat+split_ball_id_,528.0662159313665,733.8161640647601,-0.01808645986470611
5,split_ball_id_+bayesian+id_frequency__+split_ball_rat+mtend,527.9398075433206,733.8008920312556,-0.018386810968648304
5,split_ball_id_+bayesian+id_frequency__+mtend+split_ball_rat,527.5977688233735,733.1803320308805,-0.018445632679097324
4,split_ball_id_+split_ball_rat+mtend+split_ball_id_,526.8339847957049,733.1485054866804,-0.01823442764425215
4,interact+id_frequency__+split_ball_id_+split_ball_rat,527.5614385228611,732.9868303355025,-0.01815976943433778
4,split_ball_id_+mtend+split_ball_id_+split_ball_rat,526.4826300567904,732.4429106463804,-0.018308191766208848
5,bayesian+id_frequency__+split_ball_rat+mtend+split_ball_id_,523.8614708039546,731.2267680452012,-0.01850251728716626
5,split_ball_id_+split_ball_no_+id_frequency__+mtend+split_ball_id_,531.3264646935156,731.0331783948909,-0.01843580261166658
4,split_ball_id_+id_frequency__+split_ball_rat+mtend,529.853784587353,730.9044343598026,-0.01821052049085331
5,bayesian+id_frequency__+mtend+split_ball_id_+split_ball_rat,523.5267224528051,730.6156706917033,-0.018561361004957116
5,split_ball_id_+interact+split_ball_rat+mtend+split_ball_id_,526.1562831952671,730.2963488490687,-0.01836266678975476
4,split_ball_id_+id_frequency__+mtend+split_ball_rat,529.4613616249833,730.1802269245816,-0.018284242402697104
5,split_ball_id_+interact+mtend+split_ball_id_+split_ball_rat,525.8107738456141,729.6534921656938,-0.018421408811346074
5,split_ball_id_+bayesian+id_frequency__+split_ball_rat+split_ball_id_,531.5365305058939,729.4872273340691,-0.018492419759746553
5,split_ball_id_+bayesian+id_frequency__+split_ball_id_+split_ball_rat,531.2437207804167,728.8582844269254,-0.018551192404402506
4,id_frequency__+split_ball_rat+mtend+split_ball_id_,524.9974842194582,728.5322289838914,-0.01835853005817259
5,split_ball_id_+interact+id_frequency__+split_ball_rat+mtend,528.3706163195734,728.0033391809715,-0.01834163386131732
4,id_frequency__+mtend+split_ball_id_+split_ball_rat,524.6162644309549,727.8219321523504,-0.01843228591301363
5,split_ball_id_+interact+id_frequency__+mtend+split_ball_rat,527.9988723661755,727.3493084637095,-0.01840034895965348
5,interact+id_frequency__+split_ball_rat+mtend+split_ball_id_,524.3924969090541,726.3346005785487,-0.01846092357790774
5,interact+id_frequency__+mtend+split_ball_id_+split_ball_rat,524.028093647122,725.6896198038154,-0.018519660716508762
4,split_ball_id_+id_frequency__+split_ball_rat+split_ball_id_,533.5245602998361,724.9310806997089,-0.018339956367283805
4,split_ball_id_+id_frequency__+split_ball_id_+split_ball_rat,533.2089327858669,724.1946017190747,-0.018413602315527494
5,split_ball_id_+interact+id_frequency__+split_ball_rat+split_ball_id_,531.68582758093,723.4744215539047,-0.01844635534813624
5,split_ball_id_+interact+id_frequency__+split_ball_id_+split_ball_rat,531.3634991099269,722.8117357092611,-0.018505021407600575
2,interact+bayesian,508.16907441580963,719.8680312591744,-0.018933740738629273
5,split_ball_id_+id_frequency__+split_ball_rat+mtend+split_ball_id_,529.2487739455787,719.4860026274674,-0.018664764932591865
5,split_ball_id_+id_frequency__+mtend+split_ball_id_+split_ball_rat,529.0050877290175,718.8990393753536,-0.018723716412857805
3,interact+bayesian+mtend,507.5608720379598,710.7783613824137,-0.01926998785588918
3,split_ball_id_+interact+bayesian,523.2123453060344,709.8329439022111,-0.019262117666802303
2,split_ball_id_+bayesian,528.0226506285568,709.0563491447543,-0.01946948708913987
2,bayesian+mtend,504.20951458616247,707.7442157662816,-0.019470510476920222
4,split_ball_id_+interact+bayesian+mtend,518.8466806818615,705.5791324021676,-0.019432457670423453
3,interact+bayesian+split_ball_id_,515.7991179521537,705.0762473457484,-0.019452927093548622
3,split_ball_id_+bayesian+mtend,520.1417354033122,702.7114491468534,-0.019623646632217134
3,interact+bayesian+id_frequency__,517.9610256238032,701.4643981749002,-0.01941861739903633
4,interact+bayesian+mtend+split_ball_id_,513.2093505219592,701.4520203473373,-0.019573212758172642
4,split_ball_id_+interact+bayesian+split_ball_id_,523.9374880780856,700.2640817379779,-0.019565088713037
2,bayesian+split_ball_id_,516.7692045452976,699.3118388707753,-0.01974531894334039
4,interact+bayesian+id_frequency__+mtend,514.5852125319706,698.9252690014047,-0.019548135601783423
5,split_ball_id_+interact+bayesian+mtend+split_ball_id_,520.3770527508533,698.6038289748086,-0.019640074766960502
2,interact+mtend,505.5395824726805,697.9470474568706,-0.01937773516057481
4,split_ball_id_+interact+bayesian+id_frequency__,526.1994348115251,697.6469898818726,-0.01953991910819647
5,split_ball_id_+interact+bayesian+id_frequency__+mtend,521.9266683505142,696.6112387233991,-0.019620268442118005
2,bayesian+id_frequency__,519.841016696998,696.5016081389774,-0.01970393282588412
3,bayesian+mtend+split_ball_id_,512.5302283867538,695.804832618796,-0.01980566839514536
3,split_ball_id_+bayesian+split_ball_id_,526.532199879326,695.2283198084164,-0.01979864976989923
4,interact+bayesian+id_frequency__+split_ball_id_,520.895693863288,694.839648212342,-0.019686018538080968
3,split_ball_id_+interact+mtend,520.7054490838136,694.1288415683089,-0.019553718045922458
4,split_ball_id_+bayesian+mtend+split_ball_id_,521.3606418336014,694.0854514869254,-0.019832683211084362
5,interact+bayesian+id_frequency__+mtend+split_ball_id_,517.5935941115096,693.8868417122545,-0.019735163821882173
3,bayesian+id_frequency__+mtend,514.1810713126582,693.6782072630376,-0.019777001041305198
3,split_ball_id_+bayesian+id_frequency__,529.7581750123181,692.9292654386132,-0.019769814585006762
5,split_ball_id_+interact+bayesian+id_frequency__+split_ball_id_,526.2579773034681,692.6498330814268,-0.01972754026718801
2,split_ball_id_+interact,527.0182352313801,692.3888351236695,-0.019348892336124718
4,split_ball_id_+bayesian+id_frequency__+mtend,523.3349152062527,692.2979123049955,-0.019810685766423336
3,interact+mtend+split_ball_id_,513.3672253816223,689.6902885249357,-0.019745648882479205
3,bayesian+id_frequency__+split_ball_id_,522.7426001871538,688.3684028929692,-0.019961323442107298
4,bayesian+id_frequency__+mtend+split_ball_id_,517.92138549972,688.28482824147,-0.0199518382089042
4,split_ball_id_+interact+mtend+split_ball_id_,521.8160585557796,688.2663359816132,-0.0197827770880461
2,interact+split_ball_id_,516.3755856270935,688.2121354765735,-0.01964705770651265
5,split_ball_id_+bayesian+id_frequency__+mtend+split_ball_id_,523.8815109845585,687.8382776437153,-0.01994194092042026
4,split_ball_id_+bayesian+id_frequency__+split_ball_id_,528.6066083798003,687.2129244563263,-0.019944103950598036
3,split_ball_id_+interact+split_ball_id_,526.3314842375744,686.0618379329941,-0.019726266210996546
3,interact+id_frequency__+mtend,515.3764055411236,685.3730292772698,-0.019708644793009072
4,split_ball_id_+interact+id_frequency__+mtend,523.9919725116948,685.2525385783181,-0.019756091643422707
2,split_ball_id_+mtend,523.1658612526057,684.5686966003962,-0.019902752507459542
5,split_ball_id_+interact+id_frequency__+mtend+split_ball_id_,524.3899818460851,682.6935684491554,-0.019900236373194435
4,interact+id_frequency__+mtend+split_ball_id_,518.7309413659302,682.6215597546592,-0.019902821551786215
3,split_ball_id_+interact+id_frequency__,529.9184436735493,681.5893446280197,-0.01968909402310884
2,interact+id_frequency__,520.2616233009993,680.4839290748266,-0.01958690108996261
4,split_ball_id_+interact+id_frequency__+split_ball_id_,528.8335754112916,679.8407390323224,-0.019888132356706695
3,interact+id_frequency__+split_ball_id_,523.1720927958983,679.4866109139375,-0.01989053147501596
3,split_ball_id_+mtend+split_ball_id_,523.1077536197337,678.7329984870527,-0.020086621124374093
3,split_ball_id_+id_frequency__+mtend,526.1816633856054,675.7278871110661,-0.020055092517411555
2,mtend+split_ball_id_,512.0788222097273,675.5556347396996,-0.020181110130979618
4,split_ball_id_+id_frequency__+mtend+split_ball_id_,525.883042923092,674.3792455725761,-0.020158240437891772
3,id_frequency__+mtend+split_ball_id_,519.2416588732817,671.483597592648,-0.020247722881265834
2,id_frequency__+mtend,514.8099830834974,671.1548729811944,-0.02013366726567256
2,split_ball_id_+split_ball_id_,529.8289894869467,670.869730741197,-0.0201542497518665
3,split_ball_id_+id_frequency__+split_ball_id_,532.1264411309756,668.0790468832743,-0.020229050661291298
2,split_ball_id_+id_frequency__,536.1130214333821,666.087696977491,-0.02010641105818814
2,id_frequency__+split_ball_id_,526.366136535783,662.315423117088,-0.02040611903511841
